iter	RMSE
147	713.2406243
148	713.055685
149	712.9209201
150	712.6858428
151	712.4423107
152	712.2906772
153	712.2094857
154	711.9866498
155	711.845509
156	711.6430239
157	711.4160284
158	711.2001495
159	710.9958661
160	710.7964875
161	710.6228461
162	710.4697341
163	710.2508902
164	710.1149622
165	709.961992
166	709.7629955
167	709.6351955
168	709.5268138
169	709.3203122
170	709.1542285
171	708.955151
172	708.7332481
173	708.5266021
174	708.2972664
175	708.1756978
176	707.9760707
177	707.8566338
178	707.7165276
179	707.4673404
180	707.2863722
181	707.1639619
182	707.0388471
183	706.8857995
184	706.6581542
185	706.4942638
186	706.3885807
187	706.2541918
188	706.0938464
189	705.892244
190	705.6935022
191	705.5752419
192	705.3675665
193	705.2307563
194	705.1022764
195	704.9624944
196	704.8125256
197	704.6455348
198	704.3862448
199	704.2509333
200	704.0830859
201	703.899522
202	703.7501671
203	703.5412567
204	703.3340497
205	703.1430811
206	702.966268
207	702.7904959
208	702.6058456
209	702.4710358
210	702.279432
211	702.1168497
212	701.9648601
213	701.7755395
214	701.6959541
215	701.5646642
216	701.3536246
217	701.1541682
218	700.9478802
219	700.793252
220	700.5897504
221	700.449573
222	700.2478693
223	699.9919714
224	699.9049352
225	699.7214354
226	699.6160357
227	699.3970894
228	699.1747888
229	699.0685695
230	698.9172642
231	698.8064538
232	698.5708334
233	698.4600087
234	698.2970435
235	698.1037021
236	697.9409604
237	697.8160018
238	697.6479552
239	697.4745891
240	697.3026591
241	697.1745629
242	697.0732919
243	696.9681465
244	696.7918178
245	696.585951
246	696.3607208
247	696.2220632
248	696.092234
249	695.9727239
250	695.8238442
251	695.6671504
252	695.5146939
253	695.3434196
254	695.210815
255	695.0494151
256	694.8873052
257	694.7517575
258	694.5774448
259	694.4070883
260	694.2467226
261	694.0703811
262	693.9460597
263	693.8297284
264	693.6885877
265	693.5625265
266	693.3475031
267	693.2419525
268	693.157928
269	693.0333475
270	692.8876118
271	692.7493561
272	692.6088082
273	692.4731753
274	692.2558178
275	692.1433157
276	691.9783389
277	691.7363483
278	691.5700198
279	691.3511117
280	691.1682482
281	691.0313981
282	690.8958298
283	690.7480569
284	690.6133597
285	690.4401106
286	690.3324606
287	690.2081325
288	690.0527673
289	689.8752115
290	689.7282851
291	689.514934
292	689.3529784
293	689.2528617
294	689.1196525
295	688.9076971
296	688.7749547
297	688.5997915
298	688.4071412
299	688.2509013
300	688.0423384
301	687.9162201
302	687.8080131
303	687.6323721
304	687.5153464
305	687.4103994
306	687.3093052
307	687.1342904
308	686.9683097
309	686.8464857
310	686.6755147
311	686.5584249
312	686.4202564
313	686.3444858
314	686.2401183
315	686.1131707
316	685.985674
317	685.8784132
318	685.7819441
319	685.639948
320	685.5141869
321	685.3958721
322	685.2616397
323	685.1194155
324	685.0201002
325	684.883214
326	684.7469525
327	684.5846582
328	684.464926
329	684.329248
330	684.2047934
331	684.0484809
332	683.9626599
333	683.8391744
334	683.7183007
335	683.5335008
336	683.3937477
337	683.2409215
338	683.0490145
339	682.8561656
340	682.6822588
341	682.5112282
342	682.338898
343	682.1971688
344	682.0819954
345	681.9588894
346	681.8274436
347	681.6682418
348	681.5563437
349	681.42191
350	681.2878792
351	681.1580879
352	681.050491
353	680.9273151
354	680.7226129
355	680.5567088
356	680.4744042
357	680.2898455
358	680.1500319
359	680.0930226
360	679.8858869
361	679.7639185
362	679.6909285
363	679.5322008
364	679.4241497
365	679.3104639
366	679.2120887
367	679.0929205
368	678.9934537
369	678.9007884
370	678.7812788
371	678.6773554
372	678.451601
373	678.3426646
374	678.1390089
375	677.9550996
376	677.8307907
377	677.6540673
378	677.4540721
379	677.3545184
380	677.2291513
381	677.0972291
382	676.9005445
383	676.7858817
384	676.5961259
385	676.4799109
386	676.3083541
387	676.1756688
388	676.0780622
389	675.9425169
390	675.8152565
391	675.7137303
392	675.5967642
393	675.4835645
394	675.3772906
395	675.2087177
396	675.0644926
397	674.9847503
398	674.8221927
399	674.7105843
400	674.6223168
401	674.4970018
402	674.3740028
403	674.2847951
404	674.191619
405	674.0587036
406	673.9806158
407	673.8813087
408	673.7330789
409	673.6064847
410	673.4465207
411	673.2556719
412	673.1011589
413	672.9550388
414	672.8115813
415	672.711313
416	672.5604303
417	672.442875
418	672.3093606
419	672.1956674
420	672.0650756
421	671.9330593
422	671.8622383
423	671.7565761
424	671.6842473
425	671.603645
426	671.4466809
427	671.3597866
428	671.2575109
429	671.1233292
430	670.9939582
431	670.8846163
432	670.7874681
433	670.6989077
434	670.6172507
435	670.5075644
436	670.3545823
437	670.2437203
438	670.1153834
439	669.9945977
440	669.918722
441	669.8366601
442	669.7371736
443	669.6204521
444	669.5415006
445	669.4308156
446	669.3456265
447	669.2236979
448	669.1253591
449	668.9922649
450	668.8372049
451	668.6295613
452	668.466189
453	668.3693971
454	668.2287551
455	668.0747153
456	667.9772247
457	667.8320869
458	667.6674025
459	667.5824317
460	667.464234
461	667.372274
462	667.2676009
463	667.1550257
464	667.0245466
465	666.908851
466	666.7538596
467	666.6365202
468	666.5194508
469	666.4326346
470	666.3865307
471	666.2679905
472	666.1877784
473	666.1015102
474	665.9577047
475	665.8720327
476	665.7776292
477	665.6582158
478	665.5549089
479	665.4316119
480	665.2819329
481	665.1645829
482	665.0454726
483	664.9762192
484	664.8475417
485	664.7319078
486	664.6680876
487	664.5504463
488	664.4583726
489	664.3327144
490	664.2019134
491	664.1153275
492	664.0191007
493	663.952892
494	663.8122781
495	663.6934344
496	663.6095607
497	663.480347
498	663.374381
499	663.2791362
500	663.1280646
501	663.0528679
502	662.9263804
503	662.8544678
504	662.7593304
505	662.6631722
506	662.5134167
507	662.4996159
508	662.4330177
509	662.3301106
510	662.1861903
511	661.9949901
512	661.9025023
513	661.799786
514	661.6836118
515	661.5964052
516	661.5012377
517	661.3885237
518	661.2583254
519	661.1397711
520	661.0533417
521	660.9091557
522	660.7883504
523	660.6905849
524	660.4955747
525	660.4016465
526	660.2821813
527	660.1610006
528	660.0474956
529	659.9246956
530	659.8020604
531	659.6720268
532	659.5136002
533	659.3934182
534	659.2591458
535	659.1349445
536	659.0092631
537	658.9194833
538	658.7817912
539	658.6408506
540	658.5405559
541	658.4426156
542	658.3321417
543	658.2330033
544	658.0595152
545	657.9497696
546	657.8375014
547	657.714494
548	657.6213059
549	657.503872
550	657.3760746
551	657.2965136
552	657.1886679
553	657.0524397
554	656.9607757
555	656.8766639
556	656.7528205
557	656.6483629
558	656.4816799
559	656.3142588
560	656.179878
561	656.0839861
562	656.0051821
563	655.90581
564	655.7758016
565	655.559047
566	655.4897402
567	655.4020901
568	655.3199499
569	655.2619467
570	655.1320718
571	655.028247
572	654.8967833
573	654.808299
574	654.7178246
575	654.5530075
576	654.4942721
577	654.3841593
578	654.2985654
579	654.1948637
580	654.0440478
581	653.9492051
582	653.8544661
583	653.7247966
584	653.6480592
585	653.5842034
586	653.4707666
587	653.3974547
588	653.2949064
589	653.1556276
590	653.1238867
591	653.0114885
592	652.8668442
593	652.774631
594	652.6654044
595	652.6152825
596	652.5198335
597	652.4362096
598	652.2893496
599	652.1456337
600	651.9534008
601	651.8707854
602	651.7173913
603	651.6372064
604	651.5826605
605	651.4780254
606	651.2892862
607	651.152945
608	651.0821684
609	650.9958515
610	650.9223037
611	650.8309319
612	650.6994008
613	650.6222648
614	650.5268279
615	650.4372634
616	650.3331557
617	650.2166421
618	650.1432371
619	649.9903281
620	649.913959
621	649.8299476
622	649.7616011
623	649.6125666
624	649.4633808
625	649.3551636
626	649.2278306
627	649.1562249
628	649.0805967
629	648.9071318
630	648.7947312
631	648.718404
632	648.5441283
633	648.4433784
634	648.3737996
635	648.2944477
636	648.1443357
637	648.0384727
638	647.9352479
639	647.8699886
640	647.7372191
641	647.6497977
642	647.5654682
643	647.4628819
644	647.3945158
645	647.3121809
646	647.1622333
647	647.0531577
648	646.9317605
649	646.796626
650	646.6684509
651	646.5432191
652	646.4585182
653	646.3387312
654	646.2729984
655	646.1876291
656	646.081555
657	646.0049563
658	645.9013624
659	645.7718539
660	645.6541746
661	645.5878505
662	645.5100453
663	645.4008003
664	645.3009801
665	645.2081542
666	645.0194964
667	644.9197292
668	644.8224395
669	644.7298623
670	644.6368166
671	644.5525904
672	644.4827857
673	644.3867393
674	644.2689901
675	644.1499362
676	644.0412447
677	643.8845635
678	643.7782755
679	643.7271172
680	643.6450444
681	643.5789391
682	643.5025252
683	643.4237594
684	643.3687465
685	643.2553715
686	643.1459731
687	643.0477334
688	643.0034933
689	642.9155913
690	642.7842992
691	642.692659
692	642.6269291
693	642.5104632
694	642.4154587
695	642.3552011
696	642.2812887
697	642.1608385
698	642.0807055
699	641.9247166
700	641.8104486
701	641.7325027
702	641.5980791
703	641.4533794
704	641.3868122
705	641.2976845
706	641.1840808
707	641.0209823
708	640.9608244
709	640.8519963
710	640.6872132
711	640.5613861
712	640.4433296
713	640.3236942
714	640.2657289
715	640.20265
716	640.0943423
717	640.0152417
718	639.8885849
719	639.8087346
720	639.7115142
721	639.6046345
722	639.4454103
723	639.3286199
724	639.2478602
725	639.1515116
726	639.0279405
727	638.9333254
728	638.8114559
729	638.7384445
730	638.6634312
731	638.5372683
732	638.4663157
733	638.375017
734	638.3112396
735	638.2261739
736	638.1916314
737	638.0970723
738	638.0291206
739	637.9672896
740	637.8600047
741	637.7627321
742	637.6027086
743	637.4363431
744	637.3387541
745	637.1988773
746	637.1238888
747	637.0222498
748	636.9428587
749	636.8334285
750	636.7578608
751	636.6519299
752	636.5230097
753	636.4432484
754	636.3751151
755	636.3185022
756	636.1733388
757	636.1159773
758	636.047451
759	636.0179789
760	635.9297761
761	635.7676754
762	635.664176
763	635.5302493
764	635.4095027
765	635.2385483
766	635.1698724
767	635.0358361
768	634.9868651
769	634.9187033
770	634.8450774
771	634.7773946
772	634.7080986
773	634.5992303
774	634.4757432
775	634.3970134
776	634.2925824
777	634.2243185
778	634.1448238
779	634.004498
780	633.8252979
781	633.6954585
782	633.5802081
783	633.4752582
784	633.4001018
785	633.2717273
786	633.1666949
787	633.0719675
788	632.9752249
789	632.8712251
790	632.7880197
791	632.7312003
792	632.6268938
793	632.5503622
794	632.4401253
795	632.3285565
796	632.2164165
797	632.1077074
798	632.0361721
799	631.9761129
800	631.8758423
801	631.646643
802	631.5583836
803	631.4457017
804	631.3760429
805	631.3095927
806	631.2090431
807	631.1503925
808	631.0489937
809	630.9375145
810	630.8413401
811	630.7948826
812	630.6972672
813	630.6370007
814	630.5449392
815	630.4621454
816	630.3630353
817	630.3154262
818	630.2010949
819	630.1382693
820	630.0369227
821	629.9011791
822	629.821264
823	629.7031375
824	629.5994617
825	629.501022
826	629.4212873
827	629.3192456
828	629.228718
829	629.1017233
830	629.0483834
831	628.9832766
832	628.9111175
833	628.8600035
834	628.7572686
835	628.6334545
836	628.5055613
837	628.4553422
838	628.3414527
839	628.173871
840	628.061876
841	627.9933375
842	627.8574884
843	627.755157
844	627.670298
845	627.5371029
846	627.3916465
847	627.3368555
848	627.244529
849	627.1504037
850	627.0884432
851	626.9977789
852	626.9251985
853	626.829068
854	626.7825869
855	626.6248434
856	626.5977196
857	626.5290881
858	626.4487728
859	626.378201
860	626.3087477
861	626.178118
862	626.0824763
863	625.9798087
864	625.9193316
865	625.8217767
866	625.7633456
867	625.63687
868	625.5808851
869	625.4662766
870	625.3409893
871	625.2757899
872	625.1671786
873	625.1103675
874	624.9443903
875	624.8177314
876	624.73421
877	624.6347661
878	624.5605146
879	624.462041
880	624.3441493
881	624.2648088
882	624.1749992
883	624.085656
884	623.9876636
885	623.8720591
886	623.7697874
887	623.7257391
888	623.6337731
889	623.5299464
890	623.4228438
891	623.3575988
892	623.2879092
893	623.1933057
894	623.1070288
895	622.9873234
896	622.849142
897	622.7749114
898	622.7132008
899	622.6257358
900	622.5449601
901	622.4274579
902	622.3659113
903	622.2950009
904	622.2386477
905	622.1378834
906	622.0821553
907	622.0147711
908	621.9483577
909	621.8893718
910	621.7919455
911	621.6925266
912	621.5331683
913	621.4244856
914	621.356235
915	621.2748146
916	621.1794879
917	621.0740054
918	621.0651075
919	620.9282745
920	620.8472527
921	620.7633263
922	620.6570185
923	620.5679298
924	620.4927333
925	620.4431444
926	620.3933998
927	620.2588162
928	620.1282896
929	620.0705196
930	619.9571172
931	619.8698752
932	619.796326
933	619.711056
934	619.6440364
935	619.5476752
936	619.4736365
937	619.4066461
938	619.3241236
939	619.2557001
940	619.172043
941	619.1045164
942	619.0399072
943	618.9709119
944	618.8901819
945	618.8271386
946	618.6532316
947	618.5929656
948	618.5386598
949	618.4295637
950	618.3074602
951	618.2036181
952	618.0925294
953	618.0273266
954	617.9398331
955	617.857166
956	617.7410942
957	617.5724351
958	617.4977061
959	617.3788459
960	617.2961306
961	617.2116896
962	617.1075472
963	617.0333827
964	616.9390397
965	616.8414653
966	616.7841996
967	616.6667839
968	616.5734432
969	616.4692748
970	616.3895354
971	616.3097897
972	616.2153238
973	616.1006193
974	616.0418602
975	615.9367147
976	615.8845753
977	615.7561206
978	615.6457557
979	615.5664459
980	615.4802943
981	615.4121669
982	615.3403027
983	615.2470071
984	615.1121997
985	615.0450033
986	614.9783563
987	614.8852194
988	614.8178473
989	614.7351611
990	614.6892263
991	614.6011349
992	614.4671768
993	614.3646309
994	614.2945065
995	614.2154513
996	614.155545
997	614.0687608
998	614.0214877
999	613.9550456
